"label","duration_ms","total_path_length","avg_step_length","range_x","range_y","range_z","p1_x","p1_y","p1_z","p1_t","p2_x","p2_y","p2_z","p2_t","p3_x","p3_y","p3_z","p3_t","p4_x","p4_y","p4_z","p4_t","p5_x","p5_y","p5_z","p5_t","p6_x","p6_y","p6_z","p6_t","p7_x","p7_y","p7_z","p7_t","p8_x","p8_y","p8_z","p8_t","p9_x","p9_y","p9_z","p9_t","p10_x","p10_y","p10_z","p10_t","p11_x","p11_y","p11_z","p11_t","p12_x","p12_y","p12_z","p12_t","p13_x","p13_y","p13_z","p13_t","p14_x","p14_y","p14_z","p14_t","p15_x","p15_y","p15_z","p15_t","p16_x","p16_y","p16_z","p16_t","p17_x","p17_y","p17_z","p17_t","p18_x","p18_y","p18_z","p18_t","p19_x","p19_y","p19_z","p19_t","p20_x","p20_y","p20_z","p20_t"
"o",666,85.46575869644404,4.498197826128634,24.794736842105266,12.626315789473685,18.326315789473686,0,0,0,68,-0.18947368421052632,0,0.2,143,-0.6578947368421053,-0.35789473684210527,0.42105263157894746,181,-0.968421052631579,-0.7421052631578947,0.026315789473684265,223,-0.6947368421052635,-1.531578947368421,-0.6894736842105261,260,1.9473684210526305,-2.3000000000000003,-2.9105263157894727,292,5.657894736842105,-1.7789473684210528,-4.031578947368422,323,7.552631578947369,0.4000000000000008,-2.2368421052631575,354,11.942105263157895,3.621052631578948,-1.1894736842105287,387,9.721052631578946,2.9157894736842085,3.547368421052636,418,6.40526315789474,0.45263157894736994,8.473684210526311,450,1.6421052631578976,-1.4789473684210512,12.736842105263156,481,-5.468421052631578,-5.336842105263157,14.294736842105264,513,-12.852631578947369,-9.005263157894737,12.457894736842105,545,-12.305263157894737,-7.521052631578947,6.126315789473682,576,-9.226315789473682,-6.715789473684211,2.2999999999999976,607,-5.5000000000000036,-5.478947368421055,-0.7157894736842089,639,-1.3105263157894766,-3.6210526315789497,-3.152631578947367,671,3.663157894736844,-0.5684210526315782,-3.626315789473676,702,4.2,-0.7000000000000001,0.2,734
"o",583,46.69707891054186,2.457740995291677,14.347368421052632,8.41578947368421,12.242105263157894,0,0,0,67,0.31578947368421056,-0.02105263157894738,-1.568421052631579,97,1.5052631578947369,0,-2.557894736842105,127,2.1842105263157894,-0.3736842105263158,-2.463157894736842,156,2.8473684210526313,-0.8789473684210527,-3.126315789473684,187,3.1947368421052635,-1.5842105263157895,-3.8000000000000003,216,2.7263157894736842,-2.1,-3.5473684210526315,246,3.310526315789474,-1.0684210526315783,-1.063157894736841,276,4.042105263157895,0.7210526315789478,1.052631578947369,306,4.652631578947369,2.7263157894736847,4.342105263157896,336,2.5052631578947366,1.3842105263157891,4.252631578947368,365,2.2,1.5368421052631585,4.710526315789475,395,0.536842105263159,0.8684210526315794,5.963157894736842,425,-2.078947368421054,-0.7000000000000008,8.142105263157896,455,-6.800000000000003,-3.8684210526315805,8.442105263157893,485,-9.694736842105263,-5.689473684210525,6.5578947368421066,514,-9.142105263157895,-5.510526315789474,5.631578947368421,545,-5.973684210526313,-3.7263157894736825,2.757894736842103,574,-2.673684210526316,-1.6,-0.7052631578947363,607,-1.9000000000000001,-1.7000000000000002,-0.5,650
"o",567,45.05722050473885,2.37143265814415,13.989473684210527,7.673684210526316,13.236842105263161,0,0,0,51,-0.09999999999999998,0.1,-0.20526315789473681,79,0.21052631578947367,0.06315789473684214,-0.7736842105263159,107,1.705263157894737,-1.231578947368421,-2.3473684210526313,168,2.1684210526315786,-2.094736842105263,-3.568421052631579,197,2.8,-3.036842105263158,-3.789473684210527,224,3.0315789473684207,-3.8368421052631585,-2.4684210526315793,253,3.6947368421052627,-2.036842105263159,-1.8052631578947373,280,5.905263157894736,1.8894736842105249,-0.515789473684211,309,7.173684210526316,3.4315789473684206,1.2999999999999985,337,5.826315789473685,2.8421052631578956,4.331578947368419,364,3.0105263157894724,1.2263157894736834,6.673684210526316,393,0.35789473684210765,-0.16842105263157806,8.052631578947368,421,-2.9105263157894754,-1.1578947368421058,9.447368421052634,449,-5.352631578947367,-1.5736842105263156,8.626315789473685,477,-6.805263157894737,-2.6105263157894742,7.6421052631578945,505,-6.8157894736842115,-3.673684210526315,6.442105263157895,533,-5.578947368421053,-4.242105263157895,3.357894736842105,562,-4.789473684210528,-3.6052631578947376,1.7000000000000002,590,-3.6000000000000005,-3.0000000000000004,0.19999999999999996,618
"o",568,37.472138957246585,1.9722178398550834,11.189473684210526,6.310526315789473,8.394736842105264,0,0,0,34,0.04210526315789467,-0.168421052631579,-0.8894736842105262,90,0.4736842105263159,-0.9210526315789475,-1.4,123,0.7894736842105259,-2.1526315789473682,-1.784210526315789,152,3.43157894736842,-2.1421052631578954,-3.5947368421052635,180,4.58421052631579,0.7368421052631576,-3.1631578947368424,207,4.268421052631579,2.542105263157895,-0.9315789473684221,236,2.8157894736842115,2.5052631578947375,2.0789473684210518,263,1.115789473684211,1.7526315789473688,2.910526315789474,292,0.6368421052631583,2.2947368421052627,2.663157894736842,320,0.1315789473684213,3.221052631578947,3.4210526315789473,348,-1.2894736842105274,2.3684210526315783,3.6052631578947376,376,-3.5684210526315785,0.8736842105263165,4.484210526315789,404,-5.094736842105264,-0.6736842105263167,4.8,432,-6.531578947368421,-2.247368421052631,4.252631578947369,460,-6.552631578947369,-2.6789473684210527,3.368421052631579,488,-6.605263157894737,-3.089473684210526,2.621052631578948,516,-5.205263157894737,-2.6842105263157894,1.2947368421052632,545,-3.442105263157896,-1.6736842105263166,0.0052631578947373026,572,-1.2,-0.9,0.5,602
"o",567,57.52951193469221,3.0278690491943268,14.705263157894738,7.994736842105264,14.66842105263158,0,0,0,51,-0.20000000000000007,-0.23684210526315796,-0.5736842105263158,79,0.2526315789473681,-1.763157894736842,-2.0578947368421048,113,2.7947368421052627,-3.3947368421052637,-3.710526315789474,152,4.794736842105263,-2.9315789473684215,-3.2368421052631584,180,5.489473684210526,0.4421052631578928,-1.2052631578947373,208,7.805263157894737,4.6000000000000005,-0.5263157894736846,236,5.184210526315791,4.047368421052632,0.2578947368421052,264,3.036842105263159,2.1684210526315795,0.9315789473684206,292,1.4210526315789478,1.6,2.4894736842105254,320,-0.5157894736842089,1.6,6.447368421052628,363,-3.163157894736844,0.7210526315789465,9.30526315789474,393,-6.189473684210525,-0.7473684210526308,10.957894736842105,421,-6.9,-1.4789473684210528,9.994736842105263,449,-6.026315789473685,-1.9157894736842103,6.726315789473688,477,-5.6,-1.978947368421053,3.826315789473684,505,-5.88421052631579,-2.9578947368421042,0.3210526315789508,534,-5.768421052631579,-3.057894736842105,-2.015789473684211,562,-2.942105263157899,-1.6736842105263166,-0.9368421052631615,590,-0.7000000000000001,-0.10000000000000009,0.5,618
"o",533,40.124802170811485,2.1118316932006045,13.84736842105263,6.95263157894737,11.200000000000001,0,0,0,34,0.2684210526315789,0.16315789473684217,0.30000000000000004,62,0.4368421052631579,0.06315789473684208,-0.14736842105263154,90,0.5,-0.4368421052631579,-0.831578947368421,118,0.5,-1.9105263157894734,-2.0631578947368414,147,1.294736842105263,-3.042105263157895,-2.6736842105263157,175,2.0210526315789474,-2.5894736842105273,-1.9210526315789485,202,3.1473684210526307,1.0157894736842092,0.46842105263157824,231,4.252631578947367,3.0631578947368396,2.547368421052629,258,3.9947368421052647,3.9105263157894754,4.621052631578948,287,2.226315789473685,2.5631578947368427,4.705263157894737,314,1.278947368421052,2.7473684210526317,6.115789473684211,342,-0.8578947368421035,2.215789473684211,6.789473684210526,371,-3.1842105263157903,1.2736842105263153,8.394736842105264,399,-6.6999999999999975,-0.4631578947368411,8.526315789473685,427,-9.057894736842107,-1.7315789473684216,7.310526315789474,455,-9.594736842105263,-2.1947368421052627,5.363157894736845,483,-8.66842105263158,-2.715789473684211,3.8421052631578947,511,-8.047368421052633,-1.942105263157896,3.1473684210526334,539,-5.6,-1.4000000000000001,2.1,567
"o",500,32.224291704347905,1.696015352860416,10.8,7.757894736842106,12.436842105263159,0,0,0,34,-0.24736842105263157,-0.30000000000000004,0.3052631578947369,74,-0.015789473684210575,-0.30000000000000004,-0.0842105263157894,116,0.5684210526315792,-0.5684210526315792,-0.32631578947368445,141,0.8000000000000002,-1.6052631578947367,-0.8578947368421052,165,1.1736842105263157,-2.5210526315789474,-1.6842105263157894,190,1.3000000000000003,-2.6473684210526316,-1.4947368421052625,214,1.3000000000000003,-1.2000000000000002,-0.09999999999999998,239,2.5631578947368414,1.2473684210526295,1.3210526315789464,263,3.0263157894736845,2.6526315789473687,1.9000000000000004,288,3.1,2.8000000000000003,2.1210526315789475,313,2.957894736842106,3.3000000000000003,3.110526315789473,337,2.4578947368421047,3.0947368421052626,4.447368421052633,362,0.9789473684210513,1.7263157894736834,5.421052631578949,387,-1.0842105263157897,0.10526315789473661,7.357894736842106,411,-2.7736842105263158,-0.32105263157894726,9.668421052631578,436,-3.805263157894736,-0.6736842105263156,10.75263157894737,461,-5.200000000000004,-2.310526315789477,9.14736842105263,485,-7.578947368421054,-4.457894736842105,7.673684210526315,509,-7.700000000000001,-4.4,5.500000000000001,534
"o",550,37.27325024662835,1.9617500129804395,13.310526315789474,4.957894736842106,13.347368421052632,0,0,0,34,-0.20526315789473684,0.03157894736842104,0.8052631578947369,62,-0.3263157894736843,-0.09999999999999998,0.1526315789473685,90,0.021052631578947253,-0.21052631578947356,-0.32105263157894726,118,0.5473684210526316,-0.6210526315789472,-0.994736842105263,147,1.0947368421052628,-1.7368421052631577,-2.3210526315789473,174,2.7,-2.2,-2.2,203,3.5684210526315785,-0.06842105263158049,-0.30526315789473857,230,2.9210526315789482,0.6052631578947371,0.09473684210526301,258,2.3789473684210525,0.43157894736842095,4.03157894736842,304,2.8842105263157896,0.6842105263157894,7.23157894736842,331,2.289473684210526,0.4473684210526315,9.326315789473686,359,1.247368421052633,0.315789473684211,10.421052631578949,388,-1.3105263157894749,-0.715789473684211,10.857894736842105,415,-3.926315789473682,-1.3736842105263154,11.026315789473685,443,-6.342105263157896,-2.0052631578947375,9.863157894736844,471,-8.057894736842105,-2.773684210526315,8.252631578947371,500,-9.242105263157896,-3.915789473684211,7.310526315789475,528,-9.742105263157896,-4.273684210526317,7.015789473684213,555,-8.5,-3.5,5.000000000000001,584
"o",734,41.63984774957113,2.191570934187954,11.23684210526316,4.494736842105263,10.705263157894738,0,0,0,50,-0.5052631578947369,-0.4052631578947369,-0.5578947368421054,89,0.026315789473684237,-0.16315789473684217,-1.1263157894736844,128,0.5947368421052632,-0.6842105263157898,-2.473684210526316,166,2.1,-2.1526315789473687,-3.626315789473684,204,2.215789473684211,-1.7947368421052627,-2.147368421052631,243,2.3894736842105266,-0.19473684210526276,1.410526315789475,281,2.7210526315789476,0.7789473684210528,3.3999999999999977,320,1.9736842105263153,0.3315789473684206,6.031578947368422,359,0.11052631578947442,-0.30000000000000004,6.5736842105263165,397,-1.5315789473684214,-1.1,6.715789473684211,437,-2.9210526315789465,-1.1473684210526316,6.894736842105264,475,-5.76842105263158,-1.1210526315789473,7.078947368421053,513,-7.384210526315789,-2.1526315789473682,6.326315789473684,552,-8.515789473684212,-2.831578947368422,4.600000000000005,591,-8.126315789473686,-3.268421052631579,2.378947368421053,629,-6.336842105263156,-3.715789473684211,0.7631578947368411,668,-2.936842105263152,-3.478947368421051,-0.5105263157894748,706,-0.12105263157894869,-2.7,-0.7315789473684213,745,1.6,-1.9000000000000004,-0.8,784
"o",817,35.961309557003915,1.892700503000206,10.594736842105265,4.131578947368425,10.363157894736842,0,0,0,35,0.20000000000000007,-0.02631578947368407,-0.06842105263157894,75,0.6052631578947368,-0.8052631578947367,-1.236842105263158,116,1.1789473684210527,-0.6473684210526314,-1.0157894736842112,155,2.247368421052632,0.24736842105263146,-2.1263157894736846,196,1.8000000000000003,2.3000000000000003,0.09999999999999998,237,0.789473684210526,2.6526315789473687,2.6789473684210536,277,-0.8526315789473671,2.6105263157894742,5.136842105263156,317,-2.431578947368421,2.3263157894736843,7.3578947368421055,357,-4.036842105263158,2.3578947368421055,8.236842105263158,398,-5.247368421052632,2.278947368421053,7.5736842105263165,439,-6.678947368421054,1.973684210526316,6.773684210526316,479,-7.915789473684211,1.1736842105263152,6.663157894736841,519,-8.347368421052632,0.15789473684210553,4.6263157894736855,560,-8.310526315789474,-0.5684210526315778,3.7,599,-8.136842105263158,-1.131578947368421,2.8105263157894727,640,-7.652631578947369,-1.4473684210526316,2.005263157894737,681,-5.700000000000011,-1.4789473684210563,1.28421052631579,729,-1.636842105263156,0.14736842105263315,1.415789473684211,811,0,1.2000000000000002,1.3,852
